tree_type,tree_height,leaf_width,root_depth,yearly_amount,price_per_orange
Navel,2.5555583266867945,1.9669709218487426,1.6211028302244839,716.0,0.3
Valencia,4.719725869281693,2.616288698537503,2.2374925923213302,920.0,0.25
Navel,2.384575793555784,2.201510869914437,1.5050343079243937,785.0,0.3
Navel,2.498492551081706,2.8886350788795183,1.545351183551648,703.0,0.3
Navel,3.146728211036864,1.8991207106748513,1.466962417238119,851.0,0.3
Navel,2.327077049034622,2.0570846311887627,1.5202923797217245,674.0,0.3
Mandarin,3.4056316241548865,2.9804372064803375,1.7183265222527517,1188.0,0.2
Valencia,2.866006347670348,1.0403846447668463,3.060701248405782,1119.0,0.25
Mandarin,4.0456585438763355,3.0758822270012094,1.6540564367558308,1254.0,0.2
Navel,2.9044339567418533,2.5581905705619508,1.563794682736353,789.0,0.3
Mandarin,3.9808878404497334,2.2495569560545094,1.9110593243759233,1166.0,0.2
Valencia,2.664913837822085,2.8123675484676007,1.4674592054391242,1079.0,0.25
Blood Orange,4.033991468732056,2.957824389718581,1.9778268551934122,965.0,0.35
Valencia,2.4612233647220108,4.1552663847153095,3.370400142230112,712.0,0.25
Navel,2.2107993167894393,2.238910383650596,1.6408733741816668,892.0,0.3
Mandarin,4.031265631791235,2.486554523848219,1.6200143305089243,800.0,0.2
Navel,2.530759407042514,2.509766860492885,1.764262114275233,924.0,0.3
Navel,2.189210000236923,2.2623376156083963,1.3226586437362633,806.0,0.3
Mandarin,4.47255606605014,2.612320297229724,1.6130492009305366,1123.0,0.2
Mandarin,3.859662779758768,2.9319924756548628,1.6081297041202123,1044.0,0.2
Mandarin,3.72901316995774,2.583122865464062,2.0408019277051896,1180.0,0.2
Navel,2.689804333079957,2.761545274391784,1.4915897252974566,1061.0,0.3
Valencia,4.582130231775301,1.5287469648799084,1.605830959860004,849.0,0.25
Mandarin,3.4444345557961755,3.2202332936440543,1.6836354696704263,1031.0,0.2
Valencia,1.5958750277219804,2.668535865951166,0.15717099283190783,1184.0,0.25
Mandarin,3.774816024486521,2.816746244836746,1.8369587964545944,1191.0,0.2
Valencia,0.81693582354294,0.5957267142502309,1.4460305829088373,1128.0,0.25
Blood Orange,3.5991534230533593,2.8674574034765583,2.100094203932482,1021.0,0.35
Mandarin,3.855566339983359,2.685308171870947,2.0557360229335186,1198.0,0.2
Navel,2.423627867725889,2.403349707210229,1.585536812226788,865.0,0.3
Valencia,3.2151623030870944,2.041449636903961,2.5306471043819454,1269.0,0.25
Valencia,3.928925194636708,3.9616688942688136,1.0973761421138573,1100.0,0.25
Valencia,2.992858785857827,3.1332872342766565,1.514044644397305,1041.0,0.25
Mandarin,3.481437795199837,2.8034603428249505,1.918213855103514,1155.0,0.2
Mandarin,3.9770287674384828,2.9084155731270895,1.9520251496173822,1101.0,0.2
Valencia,4.28863023751576,5.438683996535975,0.6037846335989097,950.0,0.25
Mandarin,3.944703247277917,3.0159434748521847,1.8722983129368753,1191.0,0.2
Blood Orange,3.578707234646933,3.096824517491121,1.838132819876298,890.0,0.35
Blood Orange,3.710016346997747,2.85265305820098,1.9498417280172105,1441.0,0.35
Mandarin,3.50139199534846,3.189853723520893,1.9374904308144405,1116.0,0.2
Blood Orange,3.8491141129141626,3.2415726957032205,1.872559186095365,940.0,0.35
Navel,2.4841256402060634,2.266654865728424,1.446563107427198,884.0,0.3
Blood Orange,3.4558713594813213,3.0712563197525573,2.0551898163187072,1084.0,0.35
Valencia,2.2490058222864464,2.4644162900953273,1.838108657073558,816.0,0.25
Valencia,1.4849444891530845,1.3440390766592023,2.253020730324733,1076.0,0.25
Blood Orange,3.1504002683985632,2.8894101172804034,2.233976869192923,883.0,0.35
Mandarin,3.861815777196161,3.0651928601388274,1.7859066229497924,1005.0,0.2
Blood Orange,3.7075077971299253,3.3555981278238005,1.7789164503967687,1347.0,0.35
Navel,2.9154179147133026,2.7987587487953918,1.5350252590302063,725.0,0.3
Mandarin,4.25304782592679,2.314202998679941,2.006573357053172,1285.0,0.2
Mandarin,4.268459392539841,2.5068307794769082,1.6926860467112712,1015.0,0.2
Valencia,3.532324795822978,2.790301608018105,0.5478272577542163,1046.0,0.25
Blood Orange,3.829650814745278,2.5890000358689376,1.934624615384559,911.0,0.35
Valencia,3.4370494794242354,5.013717346368233,0.06240259058072217,1047.0,0.25
Mandarin,3.2230360787317345,2.275046215911285,1.815346988202736,1211.0,0.2
Mandarin,3.641257657225093,2.920949290023627,1.9258288411172428,1039.0,0.2
Blood Orange,3.614332511748072,2.7526309235545154,1.754044364978583,966.0,0.35
Mandarin,3.9473281427962106,2.6903821880302634,1.7742594685368507,1355.0,0.2
Blood Orange,3.428678529269874,2.8350038913679394,1.8697243170633182,1103.0,0.35
Mandarin,3.715655096392272,3.153800582174857,1.701796817922147,1081.0,0.2
Blood Orange,3.262213870655192,3.015557638856307,2.354478940521526,1001.0,0.35
Mandarin,3.9698939882959796,2.301334016862525,1.657253174799913,1214.0,0.2
Valencia,3.2680286071100375,4.6242448575656505,3.1086969686223584,1073.0,0.25
Mandarin,3.8736856793479926,2.2103616993470228,1.7408665929007883,1104.0,0.2
Mandarin,3.7671026496104765,2.846895533860209,1.7589243448385676,1440.0,0.2
Valencia,3.6908043746931045,3.551033991516472,2.600293386078164,1166.0,0.25
Blood Orange,3.818865762947461,2.861232626328358,1.975915885895418,1193.0,0.35
Blood Orange,4.230505564060576,2.8203137866397547,1.7467468731623585,1298.0,0.35
Blood Orange,2.963655634226262,2.8687873207716645,2.078486637256263,1115.0,0.35
Mandarin,3.778236118222866,2.9870053142002213,1.9788263080422697,1421.0,0.2
Navel,2.4558367070862084,2.533336578893727,1.312111024749064,835.0,0.3
Valencia,2.935921249986486,3.2218795730087644,4.08389331436784,1037.0,0.25
Mandarin,3.4469826735965223,3.155218665939051,1.5761856352030197,1217.0,0.2
Blood Orange,3.4959025585260286,2.955084021160208,1.9869968338529125,1171.0,0.35
Navel,2.206306006701025,1.5859292894084485,1.3039198450162586,742.0,0.3
Navel,2.2475038837443106,2.684248147042947,1.4587646761080746,784.0,0.3
Navel,1.988648136940837,1.9673459112509024,1.2428191364226095,788.0,0.3
Navel,2.0796408401998367,2.6850771505464692,1.8572529608994008,655.0,0.3
Valencia,3.5999042164216766,1.1517828858961638,3.5694348828644658,892.0,0.25
Navel,2.8958469311317985,2.4518701301416077,1.3418535680804051,469.0,0.3
Mandarin,4.189227841798749,2.850372108196288,1.7599580556138725,1166.0,0.2
Navel,2.960967666467937,2.5684627587232653,1.5020344827866654,815.0,0.3
Navel,3.0167767664611116,2.55808258653155,1.236190866726111,778.0,0.3
Blood Orange,3.667882595577216,3.2150769006079383,1.9665246294477743,1437.0,0.35
Blood Orange,3.588491081064475,2.924977823953773,1.5663218128288159,928.0,0.35
Blood Orange,3.3323263099570792,3.041000377372803,1.7772141384775892,1195.0,0.35
Valencia,1.626302949778281,3.655169110028272,0.7816512609717179,1026.0,0.25
Blood Orange,3.5870827175183,3.208516137519218,1.9062187863681155,1012.0,0.35
Mandarin,3.7071588024310094,3.0276778324846987,1.7193052869354413,1257.0,0.2
Navel,2.103452429418075,2.5653427277147927,1.4062549144981062,711.0,0.3
Blood Orange,3.1959702218210086,2.93920449051758,1.535974930553154,866.0,0.35
Mandarin,3.3922526341729715,2.633952048173936,1.8232104854831717,1068.0,0.2
Navel,2.461959277269069,2.4870851066950794,1.613113825138322,650.0,0.3
Valencia,4.064140726227672,3.3970008109545784,2.9629596425463167,988.0,0.25
Blood Orange,3.4936259615591525,3.1461260005138927,2.0940841225775273,1100.0,0.35
Mandarin,3.5583532560884086,3.345297606967742,1.9239869202635462,1428.0,0.2
Mandarin,4.46107099516168,3.1301822342393093,1.8535832566108161,1315.0,0.2
Blood Orange,3.3993924503047297,2.653888483393439,1.7011627293099552,1123.0,0.35
Navel,2.786586058344844,2.08961331225342,1.54233937975419,748.0,0.3
Navel,2.2655264433424667,3.046993383730763,1.3467861004980668,776.0,0.3
Valencia,5.5659304660241915,3.652726909486608,2.712570302695206,845.0,0.25
Valencia,1.9926991697359115,4.663421147637921,0.11635439987999785,1006.0,0.25
Valencia,4.135673420544274,1.4373922551110807,2.4206584599314995,768.0,0.25
Navel,2.4691779127508813,2.284402304269643,1.3082421255291947,713.0,0.3
Mandarin,3.9609234815210406,2.7605234841514084,1.5735814277291733,1394.0,0.2
Navel,2.678540584972282,2.59356278674151,1.665094712304191,851.0,0.3
Mandarin,3.7633139269588196,2.976798576770268,1.8078588517724945,1433.0,0.2
Valencia,2.95502880372558,2.7563858586785575,2.8794044165879504,1058.0,0.25
Valencia,3.404594123899342,3.8829440763449794,3.3939550644375496,977.0,0.25
Navel,2.244427010678538,2.2837515971124955,1.4473112330195652,1023.0,0.3
Valencia,3.370702987876771,4.641909888209493,1.2716543724919998,1159.0,0.25
Navel,2.6331986731058197,2.311536352407471,1.7270159805117604,955.0,0.3
Blood Orange,3.712531567040333,3.074512193609077,1.752782196830586,976.0,0.35
Blood Orange,3.192522529703785,2.9641823599244654,1.935374296393245,1009.0,0.35
Valencia,5.801528632290344,2.4270143565324482,2.062573775316281,1372.0,0.25
Mandarin,3.976559004662985,3.1258709552186343,1.785998226835666,1335.0,0.2
Mandarin,3.7819554237805515,3.175437862273132,1.5565492600677668,1225.0,0.2
Navel,2.8446660051215527,2.611362611033212,1.3876758107615401,896.0,0.3
Mandarin,4.205273622564497,2.787748682615339,1.751821801510996,1185.0,0.2
Blood Orange,3.247538788055187,3.034749651068026,1.8100195786972635,924.0,0.35
Mandarin,3.8572374770339386,2.180158780184179,1.841126831618249,1324.0,0.2
Navel,2.627426461072091,2.812891001837396,1.5670669784569506,1104.0,0.3
Valencia,0.9883060025186166,4.53131947195605,0.9579930516413755,1021.0,0.25
Blood Orange,4.049043423790205,2.911588067784643,1.7489514716887071,1119.0,0.35
Navel,2.512578716624089,2.5714295830592593,1.6201461276710767,781.0,0.3
Navel,2.311234944689822,2.675847244913768,1.4874529668097412,1031.0,0.3
Mandarin,3.7233598880408887,2.702714782595915,1.6571547005163678,1153.0,0.2
Blood Orange,3.555002041327716,3.113409244271272,1.7544496632227904,1098.0,0.35
Blood Orange,3.4221582606809524,3.233894925767518,2.321473437944101,1059.0,0.35
Mandarin,3.518172704415217,2.484362749888554,1.8305544458820389,1201.0,0.2
Mandarin,3.7809646714447203,2.791973899568893,1.5920148099466072,1411.0,0.2
Blood Orange,3.3765506528069733,3.161261404466285,1.8944931519260235,1051.0,0.35
Blood Orange,3.748448534902571,2.8493160453188384,2.162082617773769,1346.0,0.35
Navel,2.474731156323433,2.721875545104313,1.709604097004613,964.0,0.3
Mandarin,4.0314653764352055,2.6769145171042776,1.5447512477284928,1414.0,0.2
Navel,2.5770178307110747,2.1401488788380196,1.4419836889627762,969.0,0.3
Blood Orange,3.5878445866782718,2.6315380635658854,2.088236467591864,1360.0,0.35
Blood Orange,3.9289596845998487,3.033040476194676,1.6522450830453976,1274.0,0.35
Navel,2.1798861117314066,1.8025704319773543,1.581524214902858,901.0,0.3
Blood Orange,3.2629543398646774,2.499761180710142,2.2514674604566305,1194.0,0.35
Mandarin,3.969111970497213,3.168656635295399,1.6391906913777714,1243.0,0.2
Valencia,3.111645774354499,2.9624381647467173,-0.6600219177149684,857.0,0.25
Blood Orange,3.5420701359027755,2.937473710495682,1.9094280311963658,1285.0,0.35
Navel,2.5641181264547988,2.136985711970823,1.5529038409769904,831.0,0.3
Blood Orange,3.508148929177094,2.660484684299269,1.9280133844683562,1037.0,0.35
Blood Orange,3.2740214942377928,3.2917901843321236,2.132310146928991,990.0,0.35
Navel,2.6680402478234164,2.2842098421250308,1.6011751399507133,870.0,0.3
Blood Orange,3.1502865466144194,2.759767423431331,1.5177166737974237,1213.0,0.35
Blood Orange,3.8881002626059717,3.0143927848866285,1.9811913070189766,1025.0,0.35
Mandarin,3.2262593799530768,3.0227261107620453,1.7492643798585128,1147.0,0.2
Valencia,3.743497245325806,3.775528512270494,2.439772103771619,1115.0,0.25
Valencia,3.4855274506532723,4.650255780889412,2.249220833814754,1118.0,0.25
Mandarin,3.6989837657294333,2.7342098539451825,1.7978858986124635,1150.0,0.2
Valencia,5.048944188763615,1.2745816216051216,1.6909983007716385,993.0,0.25
Blood Orange,4.17124253311894,2.686135564617846,1.7061393014066317,1272.0,0.35
Valencia,3.6285220319208857,3.1429743316759273,1.1812520022828177,1112.0,0.25
Mandarin,4.080184929239753,2.1384983348353592,1.784111318898617,1468.0,0.2
Blood Orange,3.236909144343169,3.237382657442001,1.7240378539690207,1399.0,0.35
Blood Orange,3.601444037144627,2.894062518456163,1.5391088384408138,1108.0,0.35
Valencia,4.454835934805677,1.5685857376209866,1.317609845405658,867.0,0.25
Blood Orange,3.8504229397345275,2.669452178940784,1.9806316989900625,1136.0,0.35
Navel,2.238969223062804,3.0288877280681232,1.5272258276070372,507.0,0.3
Valencia,3.637304660644314,2.8296676258536007,1.4478124905484995,857.0,0.25
Blood Orange,3.362807351471589,2.773632965870742,1.548795807073489,902.0,0.35
Blood Orange,3.2665266824785735,3.1904062023301925,2.1227411769322906,1407.0,0.35
Valencia,2.2220729396824677,3.0072258325474372,2.4359221871853913,867.0,0.25
Mandarin,3.5065907829995266,3.486763798623815,1.7996914569387599,1206.0,0.2
Valencia,3.0287720909414193,3.1674236956291257,1.6179706321259522,995.0,0.25
Mandarin,3.974391112417567,2.5477276958910133,1.8023441701109904,1165.0,0.2
Valencia,3.4499408133679843,3.012118249331303,3.7634828522964368,797.0,0.25
Blood Orange,3.679596620058972,3.0850239568206423,1.776691002203973,1224.0,0.35
Mandarin,3.9360963377949134,2.6882991352235397,1.834689105959607,988.0,0.2
Mandarin,3.766358143774898,2.6275214640816538,1.8227031368986026,1423.0,0.2
Navel,2.9485761431057136,2.3809607210474866,1.3880828983739497,839.0,0.3
Mandarin,3.7006917240082684,2.856557325451355,1.7658508293128483,1180.0,0.2
Navel,2.345148265683059,2.2028942409276056,1.5399158061839184,808.0,0.3
Blood Orange,3.825241715620802,2.6709398526526034,1.8134331208152776,1494.0,0.35
Blood Orange,3.232358174339904,2.963791637288112,1.6625815056163478,1189.0,0.35
Blood Orange,3.40941507099172,2.2503356665123717,1.8824744026067686,1107.0,0.35
Mandarin,4.217650040030617,3.6477311501674556,1.9550335915528032,1079.0,0.2
Mandarin,4.133082851423098,2.3146492758381756,1.9077788402217335,1076.0,0.2
Valencia,5.943595674952107,1.1263656607611314,1.9318913096860884,1009.0,0.25
Valencia,1.5784283080410313,3.114333934276818,1.5304067554336842,1011.0,0.25
Mandarin,3.4732336370302703,2.696138999118334,1.5231889172237016,810.0,0.2
Valencia,3.716750224470011,3.2554159787280352,3.5484573827866166,1207.0,0.25
Blood Orange,3.838770485992158,2.8971964604459126,2.168952079392719,988.0,0.35
Blood Orange,3.5252038141979556,2.969849360720566,1.7038410576704797,1068.0,0.35
Blood Orange,3.737705550675392,2.9716295676218727,2.30850724680341,976.0,0.35
Blood Orange,3.5168894041587095,3.225090868815239,1.8412334829812564,984.0,0.35
Navel,2.5111698219613023,3.0081205203112837,1.478508508255782,895.0,0.3
Valencia,0.23339891139147761,1.9109201101133273,4.0785803860353,1110.0,0.25
Valencia,1.8373846292112643,3.3096540232389633,2.9401078687562174,975.0,0.25
Valencia,2.563432213546482,1.623623288271277,1.8684143918466698,959.0,0.25
Valencia,6.1341600291602,2.1829038842246513,2.2296934544231055,1020.0,0.25
Mandarin,3.6295901794906036,2.849507845115776,1.963641693513587,1189.0,0.2
Mandarin,3.575901577733484,2.731858010603954,1.9263700904727215,1200.0,0.2
Valencia,0.0022754088417844542,4.046735192719636,1.399950134105298,1067.0,0.25
Valencia,4.165635460925649,4.165934145263979,1.8154942787677113,1001.0,0.25
Blood Orange,3.2196867762750943,3.236353276658824,1.5365955811649308,800.0,0.35
Navel,2.2571818854071544,2.596172534954462,1.5656543668602378,836.0,0.3
Valencia,4.810008951732545,4.457633161176669,2.65037343532071,759.0,0.25
Mandarin,3.887599508293159,2.834470864865317,1.8583942781772786,1131.0,0.2
Mandarin,3.8609633019930567,2.940087449929526,1.8572949044142337,1099.0,0.2
Valencia,6.268288189481812,1.8841748771608209,1.7722455499861374,1200.0,0.25
Valencia,3.846946342017577,2.305291055416359,2.1340827130059776,621.0,0.25
Blood Orange,3.539300112354569,3.135071010134209,1.7445071491125712,1203.0,0.35
Valencia,3.0603942223616767,3.1734515961234204,2.826225344522003,1052.0,0.25
Valencia,4.201389745479425,2.0219484279334674,2.67795601918872,990.0,0.25
Mandarin,3.794698581310581,2.7291420082729427,1.7412267292056425,1187.0,0.2
Blood Orange,3.972917332579123,2.549669957951892,1.6344792539055766,824.0,0.35
Navel,2.4448222958266403,3.0847021797002725,0.9478992858680617,703.0,0.3
Navel,2.130240200071257,3.1767358550113065,1.5796931680749606,842.0,0.3
Mandarin,3.4055063318585472,3.09433650184454,2.0196864526034473,1404.0,0.2
Mandarin,3.9494032515467246,2.5744435001372725,1.6536605941329408,964.0,0.2
Blood Orange,3.4026623237203264,2.9611761061405915,1.7330356583690856,1118.0,0.35
Mandarin,4.166220411381129,2.6767392903459553,1.6675846437349544,1118.0,0.2
Valencia,0.9889514364474716,4.001933382786977,1.9381316144106424,1239.0,0.25
Mandarin,4.053567627638911,3.53596869820837,1.8638628447353336,1477.0,0.2
Blood Orange,3.8844455598706387,2.9250189933795863,1.982872133656161,1149.0,0.35
Blood Orange,3.393952173174026,2.62195526809076,1.7062457918857696,1097.0,0.35
Valencia,0.9234527625957654,4.480473961198405,2.2901237218108315,592.0,0.25
Mandarin,3.1564195476892727,2.7972726810891917,1.776109373889698,993.0,0.2
Navel,3.085559301535524,2.963980357102685,1.2232274298047432,818.0,0.3
Valencia,3.7268047860115048,2.548113172258037,3.575488157876916,1231.0,0.25
Mandarin,3.6006845081665104,2.756626684087855,1.6652341252829728,1150.0,0.2
Valencia,2.9592075605917048,2.7758572323284447,1.8440213443264106,840.0,0.25
Navel,2.58215112421459,2.188172900764821,1.695124785541309,962.0,0.3
Blood Orange,2.6858435483755363,3.345091840352504,2.1236024360620065,1050.0,0.35
Mandarin,3.0821748312631128,2.9985437347429658,1.9132001191196986,1408.0,0.2
Valencia,3.299845450887024,1.7957484986011567,1.7447107075150203,1162.0,0.25
Valencia,1.7759488889079436,3.0882762642758643,1.9367989001957224,877.0,0.25
Navel,2.3936039076432696,2.7933383708430397,1.6983328290205573,654.0,0.3
Navel,2.2513478212983316,3.0847639920059273,1.5849296893652567,891.0,0.3
Mandarin,3.2888989469800043,2.8440575741112646,2.0366091969612494,1317.0,0.2
Mandarin,3.559353581568463,2.8870780904919275,1.8561760935927651,1316.0,0.2
Blood Orange,3.6177059017970667,2.646920110492509,1.9447464725895955,1361.0,0.35
Valencia,3.1894891547273754,2.4020210619846294,0.5186405513023518,1056.0,0.25
Mandarin,3.740291045131897,2.527303868283444,1.7466135315535494,1365.0,0.2
Valencia,3.583698071507885,2.0422682918883126,1.0209959600631544,1093.0,0.25
Blood Orange,3.753649305898054,2.4683229847080344,2.1208092110602226,952.0,0.35
Navel,2.469555656627339,3.1412120459345623,1.5938999781422205,825.0,0.3
Mandarin,3.3974401643390486,2.8655799276372353,1.6492075392645398,1302.0,0.2
Mandarin,3.854370281378356,3.2192272956757466,1.776831284485273,1385.0,0.2
Navel,2.2121255325506004,2.7653543556287383,1.4696460067012844,723.0,0.3
Navel,2.141942695647482,2.5553805319978875,1.7342421568663475,808.0,0.3
Mandarin,4.121661328604871,3.470939003570728,1.690019720622478,1590.0,0.2
Valencia,3.488762114981397,2.7329244057076947,1.8548233004837997,947.0,0.25
Blood Orange,4.321639229688181,2.600514123454651,1.680690144566746,1129.0,0.35
Blood Orange,3.6207932843961945,2.727197195675685,1.6210028937801482,1133.0,0.35
Blood Orange,3.689286196996016,2.4645427456476865,1.7302314317741327,1201.0,0.35
Navel,2.42416853384962,1.9575709048141352,1.6422999902104112,801.0,0.3
Blood Orange,3.798739085638633,3.320665050251789,1.7967426908489141,1072.0,0.35
Navel,2.3210393834147753,2.232263089805123,1.4440530961737306,624.0,0.3
Navel,2.7387629971202596,2.363926656233617,1.426177472688812,748.0,0.3
Valencia,0.6856466757337958,4.103703168089114,4.029564490553838,1118.0,0.25
Blood Orange,2.8793220472963754,2.9216416220655184,1.9799937457187118,939.0,0.35
Valencia,2.4833084299640515,3.529567737980762,3.755840277933792,986.0,0.25
Blood Orange,3.595042945677315,2.2621656686315768,1.8881790760047656,1076.0,0.35
Navel,2.033811795461903,2.156810349670526,1.7889332715862538,681.0,0.3
Blood Orange,3.2399842384625583,2.9499648740700586,2.0314357669218897,1193.0,0.35
Mandarin,3.09225316277851,3.1711786753784033,1.9079246543708122,1087.0,0.2
Blood Orange,3.3803766279603185,3.420051333552288,1.527530049573992,1056.0,0.35
Navel,2.6756196466338946,2.405030141905555,1.3868724893018938,658.0,0.3
Blood Orange,3.671003933143486,2.796171206366111,1.6603243220862243,1244.0,0.35
Blood Orange,3.2128810416018014,2.913422905678716,1.8948435019773715,1233.0,0.35
Mandarin,3.363754701677845,2.872724478827712,1.98356975043394,1072.0,0.2
Mandarin,4.03193961511733,3.0322178502561217,1.7102881428054024,1264.0,0.2
Mandarin,3.582584088073574,2.790159601203514,1.7292580118178313,1285.0,0.2
Valencia,1.7285431051626676,3.463496932258109,2.0674449090918205,823.0,0.25
Navel,2.4706098280138185,2.403902154552803,1.4855544493261206,537.0,0.3
Blood Orange,3.614985359056562,3.072640623483986,1.690313010557054,1137.0,0.35
Mandarin,3.533797439617635,2.5179085630864524,2.0883178087272904,1076.0,0.2
Mandarin,3.712133729656789,2.3232102610952396,1.831669019309682,1318.0,0.2
Blood Orange,3.154267277827926,3.4267491689569196,1.4570085580087393,1054.0,0.35
Blood Orange,3.726079178105647,3.216493095767798,1.877201509600086,1484.0,0.35
Valencia,1.8140497859968228,4.4887702595483,2.2804108947650685,948.0,0.25
Navel,2.9623288509614154,3.263501101595333,1.4639956643433434,647.0,0.3
Blood Orange,3.719867716947658,2.6423917927917877,2.2529884436598473,1214.0,0.35
Mandarin,3.5402065774344003,2.8646980209705575,1.767936188926835,965.0,0.2
Navel,2.7014331616394953,2.933744512245917,1.5414702789618449,786.0,0.3
Mandarin,3.6712131109872397,2.4192302068052944,1.8757318351921637,1587.0,0.2
Mandarin,3.505169503017203,3.073254677736207,1.8990620296042113,1181.0,0.2
Mandarin,4.138946660938597,3.0504968959145105,1.48603186929058,958.0,0.2
Mandarin,3.6928600845326547,3.0843929691054006,1.8655323043258207,1159.0,0.2
Blood Orange,3.37887137939114,2.7367542780138288,1.7585398987805205,1275.0,0.35
Navel,2.279207022340376,2.089923946546297,1.4754164367757405,950.0,0.3
Valencia,1.2336846456518924,1.9306821703055737,1.5404615043070695,1247.0,0.25
Blood Orange,3.777574910501843,2.853060388749139,1.6993819510514598,1100.0,0.35
Mandarin,3.7047068567007266,2.7713915085555563,1.8091623313317489,1197.0,0.2
Navel,2.278512342190913,2.6912674758383672,1.42093153845003,697.0,0.3
Valencia,3.595503003634609,2.9827254397508445,2.944131257382832,818.0,0.25
Blood Orange,3.9886786315390563,2.686488527382044,1.7931523829079754,1079.0,0.35
Blood Orange,3.0811139490736283,3.505628122377727,2.259287743833653,936.0,0.35
Blood Orange,2.9511326584782998,2.571977706284094,1.6669359129850252,1027.0,0.35
Blood Orange,3.7068971522376293,2.521339060343293,1.3894517869300014,1112.0,0.35
Valencia,2.5547118399163335,4.219107066447018,3.480641854482826,837.0,0.25
Mandarin,4.095018517739675,2.195634532811655,1.9947911314459879,1093.0,0.2
Blood Orange,3.8669230554960587,3.0674757114364497,2.1619988352795207,1124.0,0.35
Navel,2.4446818767723926,2.8120001420641274,1.311007812901131,814.0,0.3
Valencia,3.891047825134137,3.7739811683391213,3.8070101701545855,792.0,0.25
Valencia,3.4459428773767646,4.057613557291898,2.941470121778647,941.0,0.25
Blood Orange,2.957414917772109,2.6259615943272188,1.7959768042327344,1036.0,0.35
Mandarin,3.6285029205075623,2.7491605859953707,1.6832108993071626,1139.0,0.2
Blood Orange,3.1279265377548335,2.8767440133983655,1.9739314414934255,1047.0,0.35
Mandarin,2.8990641440863913,2.8505327600669363,1.8504005836762811,1445.0,0.2
Valencia,2.8311533393429724,2.7390230242415483,2.817048764764486,1011.0,0.25
Valencia,3.5576746031005744,1.8102492160751134,2.4399301024641247,816.0,0.25
Blood Orange,4.552029823348848,2.496554025513871,2.2046010971651224,778.0,0.35
Navel,2.828136207178351,2.9062495562669355,1.671576358920757,808.0,0.3
Mandarin,4.169450203366749,2.7929757603164664,1.6877696471826984,1222.0,0.2
Blood Orange,3.4386046810429813,3.2282043031403562,1.7032448799963522,1239.0,0.35
Mandarin,4.4312556198684945,2.868177119267092,1.6306250550615498,1158.0,0.2
Mandarin,4.402788580818575,2.7234375839992784,1.9358158142514743,999.0,0.2
Navel,2.734180500999452,2.8724040648057323,1.5346204263777758,686.0,0.3
Valencia,2.9294431182977623,3.171580163517441,2.003064084114508,939.0,0.25
Valencia,4.548973317828836,3.843435168787738,0.9685871288318184,793.0,0.25
Blood Orange,2.9046194465073523,2.5555815589223165,1.5707044193470148,705.0,0.35
Blood Orange,3.9800109906174885,2.8517344148121597,2.0026071713050846,1127.0,0.35
Navel,2.4507644758663094,2.5535150519725156,1.564396122133321,845.0,0.3
Mandarin,3.932573222457059,2.4464449887510202,1.7798944374740622,1144.0,0.2
Valencia,5.78539127690834,3.8271906036611165,2.1744111507912915,1148.0,0.25
Blood Orange,3.1975832489749707,2.7605588155889857,2.386511159049245,1374.0,0.35
Blood Orange,3.814101750322966,2.9376495904160844,1.7538537813635853,1281.0,0.35
Mandarin,4.002694798803055,2.7373593248827284,1.8062418492544734,1145.0,0.2
Mandarin,3.70884703305369,2.406911816441576,1.9535829683360362,1017.0,0.2
Blood Orange,3.4133154783374913,3.2425481531376477,1.7787201600730145,977.0,0.35
Mandarin,4.177726019714034,2.9477001938604825,1.677864437403149,1282.0,0.2
Blood Orange,3.3595686218919054,2.983977340876068,1.99769906878128,1224.0,0.35
Blood Orange,4.467036404337878,2.8256441572905087,2.248887182650838,849.0,0.35
Blood Orange,3.7074192360307636,2.838715810962326,1.7366037452001515,1039.0,0.35
Mandarin,3.244787304184781,2.865010934694981,2.0145223721348264,1328.0,0.2
Navel,2.5083040383193125,2.0881102426758504,1.3561208029811473,657.0,0.3
Mandarin,3.4819137439098116,2.7815974149695433,1.7330640491244178,1298.0,0.2
Mandarin,3.8950477899573177,3.189691149273865,1.7484322057373471,1254.0,0.2
Mandarin,3.5636275249482328,3.1725275060483042,1.8487409061065314,1122.0,0.2
Mandarin,4.173286488494192,2.766483086958597,1.5170099932846377,1190.0,0.2
Blood Orange,3.2751582980284866,2.6612926062689826,1.8592465370243012,1080.0,0.35
Blood Orange,3.291644703507816,3.278481219327532,1.6869441954998383,686.0,0.35
Mandarin,3.5303125164735993,2.5501713819263383,1.836512672190187,619.0,0.2
Navel,2.933055973211316,2.675515733812787,1.3755729330378779,853.0,0.3
Mandarin,4.227767004017375,2.7435945951993244,1.8542172279120666,1294.0,0.2
Blood Orange,3.590415758600743,3.0912125423495005,1.7336545813016762,910.0,0.35
Mandarin,3.4551518906789704,2.477005748954964,1.968410086304055,1278.0,0.2
Blood Orange,3.3021844818207207,3.009591745875788,2.024969281062116,1218.0,0.35
Valencia,1.9490232331995954,3.326828789964998,4.0777149769581165,924.0,0.25
Navel,2.7001175058400353,2.5102954353809124,1.3618290020702615,736.0,0.3
Blood Orange,3.326679943223701,2.0026636534442024,1.956381716327967,1288.0,0.35
Mandarin,3.104665076804931,2.6242439042247985,1.7489433879698875,1458.0,0.2
